No,Date,Month,Ticket number,W/O number,Category,Discirption,Location,Teams,Amount,Released Date,Days Taken,W/O Status,
1862,4-Mar-26,,IM-1-12793281605,WO/50424,Plumbing,REDACTED,REDACTED,T1 Plumbing,$357.00 ,4-Mar-26,,Approved,
1863,4-Mar-26,,IM-1-12794930595,WO/50434,Welding & Painting,REDACTED,REDACTED,Welding,$274.00 ,5-Mar-26,,Closed,
1864,4-Mar-26,,IM-1-12637288346,WO/50433,Welding & Painting,REDACTED,REDACTED,T1 Painting,$170.00 ,5-Mar-26,,Approved,
1865,4-Mar-26,,IM-1-12741164890,WO/50432,Welding & Painting,REDACTED,REDACTED,T1 Painting,$85.00 ,5-Mar-26,,Approved,
1866,4-Mar-26,,IM-12794907066,WO/50431,Welding & Painting,REDACTED,REDACTED,T1 Painting,$256.10 ,5-Mar-26,,Closed,
1867,4-Mar-26,,IM-1-12785103520,WO/50430,Welding & Painting,REDACTED,REDACTED,Team 4,$536.20 ,5-Mar-26,,Closed,
1868,4-Mar-26,,IM-1-12789691152,WO/50429,Welding & Painting,REDACTED,REDACTED,Team 4,$720.80 ,5-Mar-26,,Approved,
1869,4-Mar-26,,RFS-1-12790863969,WO/50437,Plumbing,REDACTED,REDACTED,T1 Plumbing,$167.03 ,5-Mar-26,,Closed,
1870,4-Mar-26,,RFS-1-12790863969,WO/50438,Masonry,REDACTED,REDACTED,T1 Masonry,"$1,182.00 ",16-Mar-26,,Closed,
1871,5-Mar-26,, IM-1-12774208305,"WO/50448
",Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$168.00 ,,,Pending Approval,
1872,5-Mar-26,,IM-12791450006,WO/50453,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$109.00 ,8-Mar-26,,Approved,
1873,5-Mar-26,,IM-1-12798819111,WO/50454,Plumbing,REDACTED,REDACTED,T1 Plumbing,$703.50 ,8-Mar-26,,Approved,
1874,5-Mar-26,,RFS-1-12776969447,WO/50451,Plumbing,REDACTED,REDACTED,T1 Plumbing,$538.00 ,5-Mar-26,,Closed,
1875,5-Mar-26,,IM-1-12801678307,WO/50452,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,5-Mar-26,,Closed,
1876,5-Mar-26,,RFS-1-12801914868,WO/50456,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,8-Mar-26,,Closed,
1877,5-Mar-26,,RFS-1-12801915259,WO/50455,Plumbing,REDACTED,REDACTED,T1 Plumbing,$271.25 ,8-Mar-26,,Closed,
1878,5-Mar-26,,RFS-1-12777430605,WO/50473,Plumbing,REDACTED,REDACTED,T1 Plumbing,$354.00 ,8-Mar-26,,Approved,
1879,7-Mar-26,,IM-1-12774275742,WO/50457,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$96.00 ,8-Mar-26,,Approved,
1880,7-Mar-26,,IM-1-12789544605,WO/50462,Plumbing,REDACTED,REDACTED,T1 Plumbing,$420.00 ,8-Mar-26,,Closed,
1881,7-Mar-26,,RFS-1-12801996294,WO/50466,Plumbing,REDACTED,REDACTED,Team 2 ,$201.50 ,8-Mar-26,,Closed,
1882,7-Mar-26,,CT-0351,WO/50467,Plumbing,REDACTED,REDACTED,T1 Plumbing,$106.00 ,8-Mar-26,,Approved,
1883,8-Mar-26,,IM-1-12789691116,WO/50472,Welding & Painting,REDACTED,REDACTED,Team 4,$789.00 ,8-Mar-26,,Approved,
1884,8-Mar-26,,RFS-1-12799640969,WO/50471,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$1,046.50 ",8-Mar-26,,Approved,
1885,8-Mar-26,,IM-1-12796908130,WO/50479,Welding & Painting,REDACTED,REDACTED,Team 3,$294.50 ,8-Mar-26,,Closed,
1886,8-Mar-26,,RFS-1-12802066536,WO/50487,Welding & Painting,REDACTED,REDACTED,T1 Painting,$670.05 ,9-Mar-26,,Approved,
1887,8-Mar-26,,CT-03355,WO/50491,Plumbing,REDACTED,REDACTED,T1 Plumbing,$545.56 ,9-Mar-26,,Closed,
1888,8-Mar-26,,RFS-1-12802066558,WO/50490,Welding & Painting,REDACTED,REDACTED,T1 Carpentry,$329.00 ,9-Mar-26,,Approved,
1889,8-Mar-26,,RFS-1-12802066542,WO/50492,Welding & Painting,REDACTED,REDACTED,T1 Carpentry,$477.40 ,9-Mar-26,,Approved,
1890,9-Mar-26,,IM-1-12791720497,WO/50494,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$592.20 ,9-Mar-26,,Approved,
1891,9-Mar-26,,RFS-1-12790757482,WO/50495,Carpentry RF,REDACTED,REDACTED,Team 2 ,$14.40 ,9-Mar-26,,Closed,
1892,9-Mar-26,,RFS-1-12790710465 ,WO/50496,Carpentry RF,REDACTED,REDACTED,Team 2 ,$31.20 ,9-Mar-26,,Closed,
1893,9-Mar-26,,IM-1-12796211665,WO/50484,Plumbing,REDACTED,REDACTED,Team 4,$420.75 ,9-Mar-26,,Approved,
1894,9-Mar-26,,RFS-1-12787700926,WO/50498,Plumbing,REDACTED,REDACTED,T1 Plumbing,$316.66 ,9-Mar-26,,Approved,
1895,9-Mar-26,,RFS-1-12802026368,WO/50505,Welding & Painting,REDACTED,REDACTED,T1 Painting,$494.60 ,10-Mar-26,,Approved,
1896,9-Mar-26,,IM-1-12799179509,WO/50508,Carpentry FF,REDACTED,REDACTED,Team 3,$49.50 ,7-Apr-26,,Approved,
1897,9-Mar-26,,CT-03354,WO/50489,Plumbing,REDACTED,REDACTED,Team 2 ,$134.00 ,9-Mar-26,,Closed,
1898,9-Mar-26,,IM-1-12804531428,WO/50511,Plumbing,REDACTED,REDACTED,T1 Plumbing,$589.10 ,10-Mar-26,,Closed,
1899,10-Mar-26,,IM-1-12802203887,WO/50517,Plumbing,REDACTED,REDACTED,T1 Plumbing,$123.00 ,11-Mar-26,,Approved,
1900,10-Mar-26,,IM-1-12802133544,WO/50515,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,"$1,788.36 ",,,Pending Approval,
1901,10-Mar-26,,RFS-1-12794048454,WO/50519,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$143.64 ,11-Mar-26,,Approved,
1902,10-Mar-26,,RFS-1-12804832967,WO/50526,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$57.70 ,11-Mar-26,,Approved,
1903,10-Mar-26,, CT-03361,WO/50529,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,"$1,144.40 ",11-Mar-26,,Approved,
1904,10-Mar-26,,IM-1-12796487620 ,"WO/50533",Masonry,REDACTED,REDACTED,Team 5,$859.32 ,11-Mar-26,,Approved,
1905,10-Mar-26,, CT-03362,"WO/50535",Plumbing,REDACTED,REDACTED,T1 Plumbing,$422.56 ,11-Mar-26,,Closed,
1906,10-Mar-26,,RFS-1-12806453826,WO/50531,Welding & Painting,REDACTED,REDACTED,T1 Painting,$353.50 ,11-Mar-26,,Closed,
1907,10-Mar-26,,RFS-1-12806453846,WO/50536,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$74.64 ,11-Mar-26,,Closed,
1908,10-Mar-26,,RFS-1-12806537197,WO/50530,Plumbing,REDACTED,REDACTED,T1 Plumbing,$162.30 ,11-Mar-26,,Closed,
1909,10-Mar-26,,IM-1-12792131210,WO/50545,Plumbing,REDACTED,REDACTED,Team 4,$61.75 ,11-Mar-26,,Approved,
1910,10-Mar-26,,IM-1-12796516003,WO/50543,Carpentry RF,REDACTED,REDACTED,Team 4,$818.76 ,11-Mar-26,,Approved,
1911,10-Mar-26,,RFS-1-12787586850,WO/50542,Carpentry RF,REDACTED,REDACTED,Team 4,$560.40 ,11-Mar-26,,Approved,
1912,10-Mar-26,,IM-1-12785008395,WO/50540,Carpentry RF,REDACTED,REDACTED,Team 4,$30.00 ,11-Mar-26,,Approved,
1913,10-Mar-26,,RFS-1-12789311787,WO/50539,Carpentry FF,REDACTED,REDACTED,Team 4,$14.60 ,17-Mar-26,,Approved,
1914,10-Mar-26,,IM-1-12789111068,WO/50538,Plumbing,REDACTED,REDACTED,Team 3,$279.00 ,11-Mar-26,,Closed,
1915,10-Mar-26,,CT-03360,WO/50528,Plumbing,REDACTED,REDACTED,T1 Plumbing,$150.00 ,11-Mar-26,,Closed,
1916,10-Mar-26,,CT-03363,WO/50544,Plumbing,REDACTED,REDACTED,Team 3,$128.28 ,11-Mar-26,,Closed,
1917,11-Mar-26,,RFS-1-12806105208,WO/50550,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$2,077.10 ",11-Mar-26,,Approved,
1918,11-Mar-26,, CT-03366 ,"WO/50552",Carpentry RF,REDACTED,REDACTED,T1 Carpentry,"$1,624.20 ",11-Mar-26,,Approved,
1919,11-Mar-26,,RFS-1-12806453841,WO/50554,Welding & Painting,REDACTED,REDACTED,T1 Painting,$388.10 ,12-Mar-26,,Closed,
1920,11-Mar-26,,IM-1-12806740470,WO/50553,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$1,355.40 ",12-Mar-26,,Closed,
1921,11-Mar-26,,RFS-1-12806537202,WO/50560,Plumbing,REDACTED,REDACTED,T1 Plumbing,$86.00 ,12-Mar-26,,Approved,
1922,11-Mar-26,,RFS-1-12807943912,WO/50558,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$164.00 ,12-Mar-26,,Closed,
1923,11-Mar-26,,IM-1-12805120229 ,WO/50565,Welding & Painting,REDACTED,REDACTED,Team 2 ,$300.60 ,12-Mar-26,,Approved,
1924,11-Mar-26,, IM-1-12805237782 ,WO/50566,Plumbing,REDACTED,REDACTED,Team 2 ,$277.50 ,12-Mar-26,,Closed,
1925,11-Mar-26,, IM-1-12805237564,WO/50567,Carpentry RF,REDACTED,REDACTED,Team 2 ,$40.80 ,12-Mar-26,,Closed,
1926,12-Mar-26,,IM-1-12804531384,WO/50571,Plumbing,REDACTED,REDACTED,T1 Plumbing,$232.00 ,12-Mar-26,,Approved,
1927,12-Mar-26,,IM-1-12808100685,WO/50573,Masonry,REDACTED,REDACTED,T1 Masonry,$142.50 ,12-Mar-26,,Approved,
1928,14-Mar-26,,RFS-1-12804156121,WO/50586,Plumbing,REDACTED,REDACTED,Team 4,$291.65 ,15-Mar-26,,Approved,
1929,14-Mar-26,,IM-1-12808334087,WO/50585,Plumbing,REDACTED,REDACTED,Team 4,$104.25 ,15-Mar-26,,Approved,
1930,14-Mar-26,,IM-1-12808920438,WO/50584,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$20.10 ,15-Mar-26,,Approved,
1931,14-Mar-26,,IM-1-12809854022,WO/50583,Plumbing,REDACTED,REDACTED,T1 Plumbing,$128.28 ,,,Closed,
1932,14-Mar-26,,RFS-1-12804482517,WO/50588,Plumbing,REDACTED,REDACTED,T1 Plumbing,$87.00 ,15-Mar-26,,Approved,
1933,14-Mar-26,,IM-1-12811570925,WO/50587,Plumbing,REDACTED,REDACTED,T1 Plumbing,$198.00 ,15-Mar-26,,Closed,
1934,14-Mar-26,,RFS-1-12789312204,WO/50589,Carpentry FF,REDACTED,REDACTED,Team 3,"$1,150.60 ",15-Mar-26,,Approved,
1935,15-Mar-26,,RFS-1-12804014403,WO/50611,Welding & Painting,REDACTED,REDACTED,Team 4,$816.50 ,16-Mar-26,,Approved,
1936,15-Mar-26,,RFS-1-12807943942,WO/50610,Masonry,REDACTED,REDACTED,Team 4,$155.00 ,16-Mar-26,,Approved,
1937,16-Mar-26,,IM-1-12805237733,WO/50614,Plumbing,REDACTED,REDACTED,Team 2 ,$421.50 ,16-Mar-26,,Closed,
1938,16-Mar-26,,RFS-1-12806537454 ,WO/50615,Plumbing,REDACTED,REDACTED,Team 2 ,$661.75 ,16-Mar-26,,Closed,
1939,16-Mar-26,, RFS-1-12806208562,WO/50616,Masonry,REDACTED,REDACTED,Team 2 ,$163.60 ,16-Mar-26,,Closed,
1940,16-Mar-26,,IM-1-12796516471,"WO/50617",Plumbing,REDACTED,REDACTED,Team 5,$266.00 ,16-Mar-26,,Closed,
1941,16-Mar-26,,IM-1-12811337552,"WO/50618",Plumbing,REDACTED,REDACTED,Team 5,$169.96 ,16-Mar-26,,Closed,
1942,16-Mar-26,,IM-1-12811455094,WO/50622,Plumbing,REDACTED,REDACTED,Team 4,$155.50 ,16-Mar-26,,Closed,
1943,16-Mar-26,,IM-1-12809754378,WO/50619,Plumbing,REDACTED,REDACTED,Team 4,$218.00 ,16-Mar-26,,Approved,
1944,16-Mar-26,,IM-1-12814357293,WO/50621,Plumbing,REDACTED,REDACTED,Team 4,$475.50 ,16-Mar-26,,Approved,
1945,16-Mar-26,,RFS-1-12806453846,WO/50625,Welding & Painting,REDACTED,REDACTED,T1 Painting,$388.10 ,17-Mar-26,,Approved,
1946,16-Mar-26,,RFS-1-12806831376,WO/50624,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$64.20 ,,,Approved,
1947,16-Mar-26,,RFS-1-12804482517,WO/50627,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$95.64 ,17-Mar-26,,Approved,
1948,16-Mar-26,,RFS-1-12818763077,WO/50626,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$194.28 ,17-Mar-26,,Approved,
1949,12-Mar-26,,CT-03370,WO/50570,Plumbing,REDACTED,REDACTED,Team 4,$40.00 ,16-Mar-26,,Closed,
1950,14-Mar-26,,CT-03375,WO/50595,Plumbing,REDACTED,REDACTED,T1 Plumbing,$427.28 ,,,Closed,
1951,17-Mar-26,,RFS-1-12802043744,WO/50634,Carpentry FF,REDACTED,REDACTED,Team 3,$7.20 ,17-Mar-26,,Approved,
1952,17-Mar-26,,IM-1-12809854278,WO/50635,Welding & Painting,REDACTED,REDACTED,Team 3,$364.40 ,17-Mar-26,,Closed,
1953,17-Mar-26,,IM-1-12821658819,WO/50637,Plumbing,REDACTED,REDACTED,T1 Plumbing,$99.50 ,17-Mar-26,,Closed,
1954,17-Mar-26,,IM-1-12821700636,WO/50638,Plumbing,REDACTED,REDACTED,T1 Plumbing,$304.50 ,17-Mar-26,,Approved,
1955,17-Mar-26,,IM-1-12822000617,WO/50643,Welding & Painting,REDACTED,REDACTED,T1 Painting,$338.10 ,18-Mar-26,,Approved,
1956,17-Mar-26,,IM-1-12821700871,WO/50642,Plumbing,REDACTED,REDACTED,T1 Plumbing,$140.50 ,18-Mar-26,,Closed,
1957,17-Mar-26,,IM-1-12796515887,WO/50641,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$529.10 ,18-Mar-26,,Approved,
1958,17-Mar-26,,IM-1-12822012071,WO/50640,Plumbing,REDACTED,REDACTED,T1 Plumbing,$304.50 ,17-Mar-26,,Approved,
1959,17-Mar-26,,IM-1-12808165640,WO/50651,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$97.74 ,18-Mar-26,,Closed,
1960,18-Mar-26,,RFS-1-12814254315,WO/50652,Welding & Painting,REDACTED,REDACTED,Team 2 ,$620.20 ,18-Mar-26,,Approved,
1961,18-Mar-26,,CT-03383,WO/50653,Masonry,REDACTED,REDACTED,T1 Masonry,$265.00 ,18-Mar-26,,Approved,
1962,18-Mar-26,,IM-1-12822000617,"WO/50656",Plumbing,REDACTED,REDACTED,T1 Plumbing,$130.00 ,18-Mar-26,,Approved,
1963,18-Mar-26,,IM-1-12822092834,WO/50655,Plumbing,REDACTED,REDACTED,T1 Plumbing,$558.98 ,18-Mar-26,,Approved,
1964,19-Mar-26,,RFS-1-12804014173,WO/50666,Masonry,REDACTED,REDACTED,Team 4,$47.50 ,24-Mar-26,,Approved,
1965,19-Mar-26,,IM-1-12810118654,WO/50665,Masonry,REDACTED,REDACTED,Team 4,"$1,067.50 ",,,Approved,
1966,19-Mar-26,,IM-1-12821658569,WO/50664,Plumbing,REDACTED,REDACTED,Team 4,$46.00 ,24-Mar-26,,Approved,
1967,19-Mar-26,,RFS-1-12816480843,WO/50668,Plumbing,REDACTED,REDACTED,Team 4,$550.56 ,24-Mar-26,,Closed,
1968,19-Mar-26,,CT-03389,WO/50667,Plumbing,REDACTED,REDACTED,T1 Plumbing,$375.00 ,24-Mar-26,,Approved,
1969,19-Mar-26,,RFS-1-12816480871,WO/50669,Plumbing,REDACTED,REDACTED,Team 4,$225.75 ,24-Mar-26,,Approved,
1970,19-Mar-26,,CT-03346 , WO/50428,Plumbing,REDACTED,REDACTED,T1 Plumbing,$327.00 ,,,Closed,
1971,19-Mar-26,,CT-03374,WO/50590,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,,,Closed,
1972,19-Mar-26,,RFS-1-12350483266,WO/43336,Plumbing,REDACTED,REDACTED,Team 4,"$2,495.95 ",,,Closed,
1973,19-Mar-26,,RFS-1-12350483266,WO/43332,Masonry,REDACTED,REDACTED,Team 4,"$2,081.30 ",,,Closed,
1974,22-Mar-26,,CT-03392,WO/50672,Plumbing,REDACTED,REDACTED,T1 Plumbing,$787.80 ,24-Mar-26,,Approved,
1975,23-Mar-26,,IM-1-12813854614,WO/50699,Plumbing,REDACTED,REDACTED,Team 5,"$1,070.25 ",24-Mar-26,,Approved,
1976,23-Mar-26,,RFS-1-12824311247,WO/50696,Carpentry FF,REDACTED,REDACTED,Team 4,$240.20 ,24-Mar-26,,Approved,
1977,23-Mar-26,,RFS-1-12824311240,WO/50693,Carpentry FF,REDACTED,REDACTED,Team 4,$30.60 ,24-Mar-26,,Approved,
1978,23-Mar-26,,IM-1-12821700936,WO/50691,Welding & Painting,REDACTED,REDACTED,T1 Painting,$199.70 ,24-Mar-26,,Approved,
1979,23-Mar-26,,IM-1-12821700591,WO/50689,Welding & Painting,REDACTED,REDACTED,T1 Painting,$84.70 ,24-Mar-26,,Approved,
1980,23-Mar-26,,IM-1-12821908686,WO/50679,Welding & Painting,REDACTED,REDACTED,Team 3,$595.60 ,24-Mar-26,,Approved,
1981,23-Mar-26,,RFS-1-12822884468,WO/50701,Welding & Painting,REDACTED,REDACTED,T1 Painting,$415.60 ,24-Mar-26,,Approved,
1982,25-Mar-26,,IM-1-12826553779,WO/50729,Plumbing,REDACTED,REDACTED,T1 Plumbing,$136.50 ,25-Mar-26,,Approved,
1983,25-Mar-26,,IM-1-12826273981,WO/50728,Plumbing,REDACTED,REDACTED,T1 Plumbing,$75.00 ,25-Mar-26,,Approved,
1984,25-Mar-26,,RFS-1-12824473875,WO/50726,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$36.60 ,25-Mar-26,,Approved,
1985,25-Mar-26,,RFS-1-12808231347,WO/50725,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$43.80 ,25-Mar-26,,Approved,
1986,25-Mar-26,,IM-1-12825948919,WO/50724,Welding & Painting,REDACTED,REDACTED,T1 Painting,$194.40 ,25-Mar-26,,Approved,
1987,25-Mar-26,,CT-03406,WO/50722,Plumbing,REDACTED,REDACTED,T1 Plumbing,$366.00 ,25-Mar-26,,Approved,
1988,25-Mar-26,,CT-03405,WO/50720,Plumbing,REDACTED,REDACTED,T1 Plumbing,$729.00 ,25-Mar-26,,Approved,
1989,25-Mar-26,,IM-1-12836854915,WO/50730,Masonry,REDACTED,REDACTED,T1 Masonry,$227.50 ,25-Mar-26,,Approved,
1990,25-Mar-26,,IM-1-12808028561,WO/50735,Carpentry RF,REDACTED,REDACTED,Team 3,$788.40 ,28-Mar-26,,Approved,
1991,25-Mar-26,,IM-1-12826395396,WO/50734,Carpentry RF,REDACTED,REDACTED,Team 3,$146.10 ,28-Mar-26,,Approved,
1992,25-Mar-26,,IM-1-12819803560,WO/50733,Carpentry RF,REDACTED,REDACTED,Team 3,"$2,736.00 ",28-Mar-26,,Approved,
1993,23-Mar-26,,CT-03394,WO/50685,Plumbing,REDACTED,REDACTED,Team 5,$556.12 ,,,Approved,
1994,23-Mar-26,,CT-03396,WO/50700,Plumbing,REDACTED,REDACTED,Team 3,$279.00 ,,,Closed,
1995,23-Mar-26,,CT-03393,WO/50676,Plumbing,REDACTED,REDACTED,Team 4,$279.00 ,,,Closed,
1996,26-Mar-26,,IM-1-12835875617,WO/50739,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$388.56 ,28-Mar-26,,Approved,
1997,26-Mar-26,,IM-1-12835591633,WO/50740,Welding & Painting,REDACTED,REDACTED,T1 Painting,$238.10 ,28-Mar-26,,Approved,
1998,26-Mar-26,,IM-1-12836944227,WO/50738,Masonry,REDACTED,REDACTED,T1 Masonry,$114.00 ,28-Mar-26,,Approved,
1999,26-Mar-26,,RFS-1-12826191659,WO/50743,Masonry,REDACTED,REDACTED,Team 4,$362.50 ,31-Mar-26,,Approved,
2000,26-Mar-26,,IM-1-12836943555,WO/50742,Welding & Painting,REDACTED,REDACTED,T1 Painting,$172.10 ,28-Mar-26,,Approved,
2001,26-Mar-26,,IM-1-12836943876,WO/50741,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$254.00 ,28-Mar-26,,Approved,
2002,26-Mar-26,,IM-1-12826553478,WO/50747,Plumbing,REDACTED,REDACTED,T1 Plumbing,$177.78 ,28-Mar-26,,Approved,
2003,27-Mar-26,,IM-1-12826192215,WO/50757,Carpentry FF,REDACTED,REDACTED,Team 3,$55.00 ,28-Mar-26,,Approved,
2004,27-Mar-26,,IM-1-12837283672,WO/50756,Carpentry FF,REDACTED,REDACTED,Team 3,$97.00 ,28-Mar-26,,Approved,
2005,27-Mar-26,,IM-1-12837248821,WO/50754,Carpentry FF,REDACTED,REDACTED,Team 3,$98.00 ,28-Mar-26,,Approved,
2006,27-Mar-26,,RFS-1-12837128824,WO/50751,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$111.36 ,28-Mar-26,,Approved,
2007,27-Mar-26,,IM-1-12837687500,WO/50752,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$176.00 ,31-Mar-26,,Approved,
2008,28-Mar-26,,IM-1-12838880597,WO/50761,Plumbing,REDACTED,REDACTED,T1 Plumbing,$324.00 ,28-Mar-26,,Approved,
2009,30-Mar-26,,IM-1-12838759660,WO/50782,Plumbing,REDACTED,REDACTED,T1 Plumbing,$36.00 ,31-Mar-26,,Approved,
2010,30-Mar-26,,IM-1-12838759603,WO/50781,Plumbing,REDACTED,REDACTED,T1 Plumbing,$543.56 ,31-Mar-26,,Approved,
2011,30-Mar-26,,IM-1-12824761949,WO/50780,Plumbing,REDACTED,REDACTED,T1 Plumbing,$133.50 ,31-Mar-26,,Approved,
2012,30-Mar-26,,IM-1-12822092864,WO/50785,Masonry,REDACTED,REDACTED,T1 Masonry,$575.81 ,31-Mar-26,,Approved,
2013,30-Mar-26,,IM-1-12822092962,WO/50784,Masonry,REDACTED,REDACTED,T1 Masonry,$590.44 ,31-Mar-26,,Approved,
2014,30-Mar-26,,IM-1-12809792122,"WO/50787",Carpentry RF,REDACTED,REDACTED,Team 2 ,$87.00 ,31-Mar-26,,Approved,
2015,30-Mar-26,,IM-1-12826553846 ,WO/50788,Masonry,REDACTED,REDACTED,Team 2 ,$701.00 ,31-Mar-26,,Approved,
2016,30-Mar-26,, IM-1-12822093008,"WO/50789",Masonry,REDACTED,REDACTED,Team 2 ,$678.50 ,31-Mar-26,,Approved,
2017,30-Mar-26,, IM-1-12834881604,WO/50790,Plumbing,REDACTED,REDACTED,Team 2 ,$315.00 ,31-Mar-26,,Closed,
2018,30-Mar-26,,RFS-1-12826039846,WO/50791,Plumbing,REDACTED,REDACTED,Team 2 ,$222.00 ,31-Mar-26,,Closed,
2019,30-Mar-26,,RFS-1-12826192065,WO/50786,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$1,309.70 ",1-Apr-26,,Approved,
2020,30-Mar-26,,RFS-1-12804156176,"WO/50795",Carpentry RF,REDACTED,REDACTED,Team 2 ,$216.00 ,,,Rejected,
2021,30-Mar-26,,RFS-12836944177,WO/50796,Welding & Painting,REDACTED,REDACTED,Welding,$233.90 ,31-Mar-26,,Approved,
2022,30-Mar-26,,IM-1-12836943555,WO/50794,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$132.00 ,31-Mar-26,,Approved,
2023,30-Mar-26,,IM-1-12837389187,WO/50798,Plumbing,REDACTED,REDACTED,Team 4,$16.00 ,31-Mar-26,,Approved,
2024,30-Mar-26,,"CT-03387",WO/50663,Plumbing,REDACTED,REDACTED,T1 Plumbing,$280.00 ,,,Closed,
2025,30-Mar-26,,IM-1-12437276969,WO/44626,Carpentry RF,REDACTED,REDACTED,Team 4,$324.00 ,,,Closed,
2026,30-Mar-26,,RFS-1-12471167906,WO/45348,Carpentry RF,REDACTED,REDACTED,Team 4,$324.00 ,,,Closed,
2027,30-Mar-26,,IM-1-12531384217,WO/46438,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$429.00 ,,,Closed,
2028,30-Mar-26,,CT-03359,WO/50504,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$348.00 ,,,Closed,
2029,30-Mar-26,,IM-1- 12725459863,WO/49814,Masonry,REDACTED,REDACTED,Team 2 ,$635.00 ,,,Closed,
2030,30-Mar-26,,IM-1-12838710770,WO/50746,Plumbing,REDACTED,REDACTED,T1 Plumbing,$770.00 ,28-Mar-26,,Closed,
2031,30-Mar-26,,IM-1-12836898400,WO/50748,Plumbing,REDACTED,REDACTED,T1 Plumbing,$364.50 ,28-Mar-26,,Approved,
2032,30-Mar-26,,RFS-1-12800063470,WO/50745,Plumbing,REDACTED,REDACTED,T1 Plumbing,$421.28 ,28-Mar-26,,Closed,
2033,30-Mar-26,,IM-1-12822098568,WO/50802,Masonry,REDACTED,REDACTED,T1 Masonry,$508.16 ,1-Apr-26,,Approved,
2034,30-Mar-26,,RFS-1-12841472249,WO/50801,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$159.48 ,1-Apr-26,,Approved,
2035,30-Mar-26,,RFS-1-12837056667,WO/50800,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$480.00 ,1-Apr-26,,Approved,
2036,31-Mar-26,,IM-1-12844096812,WO/50805,Plumbing,REDACTED,REDACTED,T1 Plumbing,$319.50 ,1-Apr-26,,Approved,
2037,31-Mar-26,,RFS-1-12825948839,WO/50806,Masonry,REDACTED,REDACTED,T1 Masonry,$750.00 ,,,Pending Approval,
2038,31-Mar-26,,IM-1-12829457751,WO/50808,Plumbing,REDACTED,REDACTED,Team 3,$353.00 ,,,Approved,
2039,31-Mar-26,,IM-1-12838096517,WO/50809,Masonry,REDACTED,REDACTED,T1 Masonry,"$1,205.50 ",1-Apr-26,,Approved,
2040,31-Mar-26,,RFS-1-12842159728,"WO/50807",Plumbing,REDACTED,REDACTED,Team 5,$451.50 ,1-Apr-26,,Approved,
2041,31-Mar-26,, IM-1-12842159662 ,WO/50811,Plumbing,REDACTED,REDACTED,Team 5,"$1,066.00 ",1-Apr-26,,Approved,
2042,31-Mar-26,,RFS-1-12826192260,WO/50810,Masonry,REDACTED,REDACTED,T1 Masonry,$508.16 ,1-Apr-26,,Approved,
2043,31-Mar-26,,IM-1-12842399407,WO/50813,Welding & Painting,REDACTED,REDACTED,T1 Painting,$384.00 ,1-Apr-26,,Approved,
2044,31-Mar-26,,IM-1-12842398681,WO/50812,Welding & Painting,REDACTED,REDACTED,T1 Painting,$325.40 ,1-Apr-26,,Approved,
2045,31-Mar-26,,CT-03414,WO/50771,Plumbing,REDACTED,REDACTED,T1 Plumbing,$544.06 ,,,Closed,
2046,31-Mar-26,,IM-1-12843021473,WO/50816,Plumbing,REDACTED,REDACTED,T1 Plumbing,$212.00 ,1-Apr-26,,Approved,
2047,31-Mar-26,,IM-1-12838800126,WO/50815,Plumbing,REDACTED,REDACTED,T1 Plumbing,$140.00 ,1-Apr-26,,Approved,
2048,31-Mar-26,,RFS-1-12839759957,WO/50814,Plumbing,REDACTED,REDACTED,T1 Plumbing,$225.50 ,1-Apr-26,,Approved,
